Facility.ID,Jurisdiction,State,Name,Date,source,Residents.Confirmed,Staff.Confirmed,Residents.Deaths,Staff.Deaths,Residents.Recovered,Staff.Recovered,Residents.Tadmin,Staff.Tested,Residents.Negative,Staff.Negative,Residents.Pending,Staff.Pending,Residents.Quarantine,Staff.Quarantine,Residents.Active,Population.Feb20,Residents.Population,Residents.Tested,Residents.Initiated,Residents.Completed,Residents.Vadmin,Staff.Population,Staff.Initiated,Staff.Completed,Staff.Vadmin,Address,Zipcode,City,County,Latitude,Longitude,County.FIPS,HIFLD.ID,jurisdiction_scraper,Description,Security,Age,Gender,Is.Different.Operator,Different.Operator,Capacity,BJS.ID,Source.Population.Feb20,Source.Capacity,Website,ICE.Field.Office
203,state,Connecticut,CARL ROBINSON CORRECTIONAL INSTITUTION,2021-04-16,https://portal.ct.gov/DOC/Common-Elements/Common-Elements/Health-Information-and-Advisories,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1317,NA,NA,NA,NA,NA,NA,NA,NA,NA,285 SHAKER RD,6082,ENFIELD,HARTFORD,42.0156533,-72.515607,9003,10001605,state,Prison,Med,Adult,Male,FALSE,NA,1473,NA,Public Records,Public Records,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-04-02,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1150,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-04-03,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1149,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-04-04,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1143,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-04-05,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1143,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-04-06,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1143,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-04-07,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1153,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-04-08,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1153,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-04-09,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1152,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-04-10,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1148,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-04-11,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1148,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-04-12,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1148,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-04-13,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1148,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-05-13,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1124,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-05-14,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1128,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-06-04,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1125,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-06-05,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1124,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-06-08,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1124,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-06-09,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1129,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-06-10,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1131,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-06-11,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1133,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-06-12,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1132,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-06-13,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1133,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-06-14,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1133,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-06-15,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1133,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-06-16,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1134,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-06-17,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1134,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-06-18,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1130,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-06-19,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1125,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-06-20,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1124,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-06-21,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1124,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-06-22,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1124,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-06-23,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1122,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-06-24,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1120,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-06-25,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1119,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-06-26,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,21,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1116,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-06-27,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,21,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1115,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-06-28,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,21,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1115,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-06-29,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,21,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1115,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-06-30,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,21,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1113,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-07-01,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,26,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1112,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-07-02,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,26,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1118,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-07-03,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,26,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1128,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-07-04,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,26,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1128,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
204,state,Connecticut,CHESHIRE CORRECTIONAL INSTITUTION,2020-07-05,https://data.ct.gov/Public-Safety/Correctional-Facility-Daily-Population-Count-By-Fa/n8x6-s299,26,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,1127,NA,NA,NA,NA,NA,NA,NA,NA,900 HIGHLAND AVE,6410,CHESHIRE,NEW HAVEN,41.52149124,-72.9017651,9009,10000937,state,Prison,Max,Adult,Male,FALSE,NA,NA,070000000071200000000,Public Records,NA,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,NA
